ECU_ID,Manufacturing_Line_ID,Process_Stage,Temperature,Pressure,Speed,Alignment_Tolerance,Voltage,Current,Defect_Rate_in_Batch,Material_Quality_Indicator,Assembly_Errors,Quality_Check_Results,Production_Time,Rework_Count,Factory_Temperature,Humidity_Levels,Operator_ID,Historical_Failure_Rate,Anomaly_Score,Manufacturing_Error
ECU_6346,Line_A,Packaging,205.13,1.24,65.54,0.061,3.41,0.8,1.09,High,2,Fail,6.52,1,29.01,37.55,Operator_6,1.44,0.21,0
ECU_6347,Line_A,Assembly,150.7,1.19,55.93,0.01,3.94,0.45,3.61,Low,0,Pass,11.27,0,26.38,54.06,Operator_16,3.72,0.42,0
ECU_6348,Line_C,Packaging,166.63,1.42,65.67,0.071,4.85,0.42,4.95,Low,4,Pass,18.16,1,25.71,35.75,Operator_3,1.31,0.61,0
ECU_6349,Line_C,Soldering,184.11,0.98,26.34,0.016,4.59,0.38,4.18,Medium,3,Fail,9.37,3,34.83,50.77,Operator_3,4.18,0.8,0
ECU_6350,Line_C,Soldering,273.43,1.13,20.14,0.019,4.29,0.28,0.23,High,3,Fail,16.64,1,23.62,69.81,Operator_16,4.52,0.37,1
ECU_6351,Line_C,Assembly,282.16,1.16,32.35,0.04,4.16,1.1,2.21,High,3,Fail,15.69,1,30.69,50.64,Operator_5,7.76,0.87,0
ECU_6352,Line_B,Assembly,155.2,1.26,43.72,0.063,3.47,0.21,1.95,Medium,3,Fail,5.27,3,30.93,54.87,Operator_11,0.84,0.24,0
ECU_6353,Line_A,Assembly,184.38,1.2,62.58,0.065,3.51,0.34,4.55,Medium,4,Pass,7.55,1,25.22,68.18,Operator_19,1.89,0.35,0
ECU_6354,Line_C,Testing,224.41,1.01,20.01,0.064,4.42,1.25,0.88,Medium,4,Pass,14.32,0,22.29,66.91,Operator_1,9.09,0.81,1
ECU_6355,Line_A,Testing,282.44,0.96,42.18,0.055,3.84,0.62,2.61,Medium,0,Fail,17.4,2,26.67,30.48,Operator_14,0.37,0.26,0
ECU_6356,Line_A,Packaging,181.11,1.5,41.81,0.056,3.53,1.33,3.06,Medium,5,Pass,6.2,1,27.02,31.13,Operator_17,8.14,0.15,1
ECU_6357,Line_B,Packaging,252.08,0.9,45.39,0.089,4.76,0.93,2.32,Low,4,Pass,16.6,0,30.41,68.04,Operator_1,2.83,0.35,0
ECU_6358,Line_C,Testing,160.42,1.06,36.86,0.029,3.75,0.66,3.52,Low,1,Fail,18.25,0,31.21,57.85,Operator_9,1.5,0.37,0
ECU_6359,Line_C,Testing,234.05,1.05,79.26,0.042,4.4,0.69,0.69,High,4,Fail,9.49,2,32.9,49.03,Operator_1,1.4,0.92,0
ECU_6360,Line_C,Assembly,244.29,1.11,33.99,0.02,4.98,0.81,3.18,Low,1,Pass,18.09,1,23.73,65.05,Operator_4,6.82,0.41,0
ECU_6361,Line_C,Packaging,199.69,0.89,36.29,0.055,3.02,0.64,0.19,High,1,Pass,9.13,0,25.47,53.19,Operator_6,6.47,0.14,1
ECU_6362,Line_A,Packaging,274.38,1.48,50.57,0.047,4.72,1.03,4.11,Low,0,Pass,6.92,2,34.0,37.63,Operator_20,2.81,0.66,1
ECU_6363,Line_B,Soldering,213.71,1.28,72.35,0.042,4.0,0.21,0.99,Medium,4,Fail,13.66,3,29.48,39.15,Operator_20,0.85,0.74,1
ECU_6364,Line_C,Assembly,211.57,1.02,22.45,0.076,4.0,0.23,4.25,Medium,3,Fail,17.04,0,32.39,65.58,Operator_4,6.29,0.55,1
ECU_6365,Line_C,Testing,282.21,0.84,43.21,0.029,3.46,0.7,4.18,High,3,Pass,9.05,1,31.46,64.61,Operator_5,0.61,0.94,1
ECU_6366,Line_A,Soldering,271.93,1.21,90.36,0.038,4.69,1.3,3.62,Medium,2,Pass,18.07,1,34.34,45.59,Operator_6,9.53,0.66,0
ECU_6367,Line_B,Packaging,232.21,1.19,55.61,0.028,4.52,1.13,1.83,High,1,Pass,9.04,3,22.09,44.45,Operator_6,9.09,0.18,1
ECU_6368,Line_B,Soldering,158.17,1.0,88.78,0.087,4.3,0.48,3.07,High,0,Pass,15.19,1,30.86,33.2,Operator_4,7.54,0.75,1
ECU_6369,Line_C,Soldering,277.85,1.01,35.2,0.05,3.95,1.49,0.49,Medium,3,Fail,7.63,3,29.49,30.24,Operator_1,9.8,0.18,1
ECU_6370,Line_C,Packaging,194.91,1.08,51.4,0.039,4.78,1.29,2.95,Low,0,Pass,5.25,3,28.09,63.72,Operator_5,8.68,0.32,1
ECU_6371,Line_A,Soldering,186.62,0.83,69.4,0.011,4.78,0.15,1.87,Medium,2,Pass,6.35,0,32.23,64.38,Operator_12,2.99,0.41,1
ECU_6372,Line_C,Soldering,255.93,1.0,52.38,0.062,3.34,0.22,2.84,Medium,3,Fail,13.99,1,23.43,43.6,Operator_4,8.46,0.08,1
ECU_6373,Line_C,Packaging,260.89,0.81,20.68,0.08,4.77,0.98,1.3,Medium,0,Pass,12.33,1,22.3,57.02,Operator_11,1.44,0.14,1
ECU_6374,Line_B,Testing,172.93,1.06,31.36,0.07,4.85,0.66,1.26,High,4,Pass,11.51,3,30.95,60.67,Operator_14,3.14,0.06,1
ECU_6375,Line_A,Soldering,239.9,1.05,32.99,0.032,3.33,0.18,2.7,High,4,Fail,8.18,3,34.53,30.61,Operator_2,0.35,0.47,0
ECU_6376,Line_A,Packaging,218.52,1.45,20.36,0.08,4.21,1.42,4.13,High,1,Pass,6.23,1,26.61,68.88,Operator_6,6.46,0.65,0
ECU_6377,Line_A,Soldering,193.01,1.2,54.25,0.066,3.97,0.99,4.29,High,0,Pass,14.65,1,23.3,68.38,Operator_20,6.94,0.96,0
ECU_6378,Line_C,Testing,211.89,0.83,96.75,0.1,3.48,0.25,1.25,Low,3,Fail,10.76,3,21.59,33.54,Operator_11,1.28,0.75,0
ECU_6379,Line_C,Testing,266.91,0.85,30.98,0.051,4.06,0.31,2.25,Low,5,Pass,15.32,2,30.26,59.52,Operator_17,1.18,0.35,0
ECU_6380,Line_A,Packaging,263.49,1.13,59.98,0.028,3.88,0.64,1.23,Medium,0,Pass,10.14,3,30.63,50.65,Operator_12,0.1,0.76,0
ECU_6381,Line_C,Assembly,207.68,1.24,53.09,0.074,3.06,0.64,0.71,Medium,4,Fail,11.1,0,32.73,39.64,Operator_13,0.86,0.69,0
ECU_6382,Line_A,Packaging,221.29,0.9,23.33,0.094,4.21,1.16,2.14,Low,4,Pass,15.94,2,33.14,69.84,Operator_13,5.82,0.78,0
ECU_6383,Line_C,Testing,174.21,1.25,27.1,0.099,4.65,1.23,4.46,Low,5,Pass,5.16,2,26.35,68.91,Operator_8,2.64,0.62,0
ECU_6384,Line_C,Assembly,184.29,1.24,66.42,0.04,3.42,0.8,2.02,High,0,Pass,10.76,3,32.77,38.59,Operator_20,8.66,0.33,0
ECU_6385,Line_B,Soldering,156.26,1.22,53.77,0.088,3.63,1.02,2.3,Low,0,Pass,15.15,0,34.59,54.3,Operator_14,7.63,0.48,0
ECU_6386,Line_B,Soldering,173.8,1.14,45.88,0.046,3.21,0.22,3.83,High,4,Fail,5.5,2,29.56,42.86,Operator_6,1.21,0.27,0
ECU_6387,Line_B,Packaging,275.57,1.28,22.49,0.054,3.05,0.27,4.88,High,0,Pass,10.15,2,31.9,35.25,Operator_13,3.5,0.96,0
ECU_6388,Line_C,Assembly,202.83,0.93,66.71,0.018,4.78,1.13,3.43,High,4,Fail,6.98,3,22.73,56.44,Operator_10,2.27,0.03,1
ECU_6389,Line_C,Testing,207.88,1.24,45.72,0.043,4.07,0.47,3.77,Medium,5,Fail,13.8,3,29.53,59.49,Operator_18,0.38,0.83,1
ECU_6390,Line_B,Assembly,191.14,1.33,36.96,0.022,3.38,0.47,2.37,Low,0,Fail,17.77,3,23.53,64.15,Operator_18,2.6,0.5,1
ECU_6391,Line_A,Packaging,206.15,1.14,62.94,0.085,4.17,0.67,4.63,Medium,1,Pass,11.03,2,20.55,33.42,Operator_12,6.38,0.86,1
ECU_6392,Line_C,Testing,157.43,1.28,77.72,0.099,4.48,0.86,4.58,High,2,Fail,15.11,1,27.38,66.8,Operator_9,4.9,0.23,0
ECU_6393,Line_A,Soldering,212.26,1.39,21.87,0.035,4.98,1.1,1.49,High,1,Fail,18.8,2,23.65,67.21,Operator_16,4.79,0.06,0
ECU_6394,Line_C,Assembly,168.64,1.47,37.19,0.097,4.15,1.13,4.68,Medium,3,Fail,10.13,0,21.27,62.44,Operator_6,8.19,0.87,1
ECU_6395,Line_A,Soldering,216.79,0.93,24.84,0.068,3.9,0.48,1.61,Medium,1,Fail,5.59,2,23.74,52.03,Operator_11,2.19,0.27,1
ECU_6396,Line_A,Testing,238.31,0.95,67.22,0.095,3.07,0.78,0.65,High,4,Fail,9.66,3,32.53,45.47,Operator_17,5.77,0.15,0
ECU_6397,Line_A,Soldering,176.72,1.06,49.33,0.013,3.02,0.47,4.97,Low,4,Pass,5.76,1,24.55,62.96,Operator_3,8.02,0.92,0
ECU_6398,Line_C,Soldering,174.95,1.05,41.68,0.098,3.54,0.5,3.81,Medium,4,Pass,14.86,0,24.05,39.11,Operator_12,3.87,0.03,0
ECU_6399,Line_B,Testing,189.29,1.17,50.61,0.098,4.53,0.78,2.2,Low,0,Pass,8.28,0,33.86,47.5,Operator_9,8.88,0.33,0
ECU_6400,Line_A,Testing,225.5,1.16,42.24,0.078,3.78,0.1,3.97,Medium,2,Pass,12.21,2,27.22,48.37,Operator_9,7.56,0.37,1
ECU_6401,Line_C,Testing,256.85,0.81,82.35,0.023,3.28,0.71,1.42,High,1,Fail,16.54,0,23.41,60.03,Operator_15,7.09,0.01,0
ECU_6402,Line_B,Testing,176.52,1.11,63.32,0.059,4.03,1.07,4.07,Medium,2,Pass,6.64,1,34.48,47.73,Operator_16,6.06,0.13,0
ECU_6403,Line_C,Testing,284.94,1.18,39.75,0.02,3.7,1.41,0.26,Low,3,Fail,7.17,2,24.31,61.95,Operator_2,2.47,0.57,1
ECU_6404,Line_A,Testing,297.46,1.12,49.02,0.049,3.24,0.8,4.38,High,3,Pass,7.63,0,23.71,45.1,Operator_6,0.57,0.35,1
ECU_6405,Line_A,Soldering,167.5,1.46,73.65,0.075,4.76,0.62,2.35,Low,1,Fail,13.93,1,32.22,49.08,Operator_3,6.81,0.97,0
ECU_6406,Line_C,Packaging,279.8,0.92,56.28,0.044,3.01,0.35,0.79,High,3,Pass,10.42,2,21.36,68.52,Operator_3,3.1,0.57,1
ECU_6407,Line_C,Soldering,186.89,0.89,44.95,0.062,4.67,0.56,3.01,High,4,Fail,10.53,0,29.37,35.81,Operator_13,5.98,0.87,1
ECU_6408,Line_C,Assembly,256.77,0.94,93.08,0.065,4.82,0.28,2.69,High,5,Pass,19.69,3,29.04,50.95,Operator_4,9.3,0.0,1
ECU_6409,Line_B,Packaging,175.25,1.02,48.57,0.09,4.42,1.24,0.44,Low,1,Pass,15.64,1,34.54,30.06,Operator_18,1.61,0.2,1
ECU_6410,Line_A,Soldering,185.44,1.29,54.72,0.011,4.06,0.49,2.42,High,2,Pass,13.33,2,33.6,48.87,Operator_17,7.98,0.56,0
ECU_6411,Line_A,Soldering,250.5,0.86,39.18,0.057,3.78,0.88,2.63,Medium,2,Pass,15.94,0,25.69,63.52,Operator_15,1.52,0.3,0
ECU_6412,Line_A,Testing,154.61,1.21,70.54,0.085,4.01,0.24,1.64,High,3,Fail,16.82,2,29.19,58.58,Operator_20,1.72,0.41,1
ECU_6413,Line_C,Testing,199.33,1.27,63.35,0.056,3.9,0.7,2.95,High,4,Pass,12.38,0,27.43,52.29,Operator_1,2.13,0.68,0
ECU_6414,Line_B,Assembly,176.08,1.16,93.74,0.088,3.2,0.45,3.37,Low,3,Pass,5.77,3,29.77,31.98,Operator_1,3.75,0.38,1
ECU_6415,Line_B,Assembly,256.29,0.98,90.69,0.034,3.1,0.13,0.16,High,1,Fail,5.51,1,26.85,48.23,Operator_1,8.89,0.62,1
ECU_6416,Line_A,Assembly,173.6,1.34,63.77,0.024,4.65,0.72,3.52,High,4,Fail,14.58,0,33.44,62.97,Operator_14,2.61,0.41,0
ECU_6417,Line_C,Assembly,192.84,1.44,69.61,0.096,4.63,0.31,4.68,Low,5,Pass,5.62,3,28.43,51.9,Operator_13,6.59,0.76,1
ECU_6418,Line_B,Testing,289.23,1.22,99.28,0.028,3.61,0.14,2.13,Low,0,Fail,16.67,0,21.57,63.01,Operator_19,0.43,0.81,1
ECU_6419,Line_A,Assembly,227.55,1.49,96.69,0.085,3.84,1.2,2.67,Medium,2,Fail,8.01,0,28.47,37.78,Operator_9,0.48,0.82,1
ECU_6420,Line_B,Soldering,250.9,1.35,21.88,0.086,3.01,0.31,0.59,Low,3,Fail,19.44,1,26.7,61.4,Operator_7,7.54,0.93,0
ECU_6421,Line_A,Packaging,208.35,1.11,76.58,0.041,3.4,0.93,1.29,Low,1,Fail,12.6,3,32.38,46.03,Operator_6,2.41,0.78,1
ECU_6422,Line_A,Packaging,286.51,1.17,58.48,0.029,3.44,1.42,3.91,Medium,5,Pass,16.3,0,28.14,47.87,Operator_14,3.68,0.32,1
ECU_6423,Line_C,Soldering,294.17,0.83,93.21,0.058,3.29,0.49,3.42,Low,4,Pass,7.44,1,24.68,64.05,Operator_8,3.97,0.63,0
ECU_6424,Line_B,Soldering,231.16,1.27,97.71,0.02,3.61,0.35,1.89,Medium,0,Fail,10.92,0,32.85,46.18,Operator_13,4.41,0.43,0
ECU_6425,Line_A,Testing,285.7,1.24,28.74,0.085,4.72,0.3,3.39,Low,4,Pass,5.65,3,20.05,62.61,Operator_19,5.27,0.24,1
ECU_6426,Line_A,Testing,211.59,1.39,33.68,0.092,3.05,0.32,0.93,Medium,3,Fail,10.19,3,33.06,56.77,Operator_8,8.75,0.26,1
ECU_6427,Line_B,Soldering,194.7,1.06,28.9,0.034,4.52,0.33,4.74,Medium,5,Fail,8.24,3,26.54,60.01,Operator_13,8.95,0.9,1
ECU_6428,Line_C,Soldering,176.5,1.36,33.94,0.067,3.69,0.65,2.05,Low,4,Pass,12.87,3,20.53,61.41,Operator_12,6.52,0.52,0
ECU_6429,Line_C,Packaging,193.48,1.43,59.44,0.013,4.97,1.01,2.1,Low,4,Pass,15.52,2,28.9,68.06,Operator_4,2.49,0.61,0
ECU_6430,Line_A,Testing,177.14,0.88,44.48,0.093,3.89,0.25,1.06,Medium,2,Pass,16.02,2,21.09,58.41,Operator_1,4.38,0.6,0
ECU_6431,Line_B,Soldering,176.85,1.14,86.53,0.097,3.87,0.83,0.03,High,4,Fail,14.12,3,22.28,34.88,Operator_16,3.86,0.25,0
ECU_6432,Line_B,Testing,294.79,0.98,42.77,0.049,4.45,0.79,0.53,High,3,Pass,19.63,0,21.9,55.48,Operator_4,1.67,0.85,1
ECU_6433,Line_C,Packaging,294.36,0.83,26.28,0.088,3.21,0.21,3.34,Low,1,Pass,10.18,0,33.59,60.54,Operator_15,7.94,0.71,0
ECU_6434,Line_C,Soldering,267.75,1.34,43.89,0.069,3.86,0.99,2.33,High,1,Fail,11.65,3,30.88,45.12,Operator_17,6.61,0.76,0
ECU_6435,Line_C,Testing,156.83,0.92,23.62,0.074,4.91,0.15,0.79,High,5,Pass,14.53,3,24.65,38.29,Operator_16,2.17,0.6,1
ECU_6436,Line_C,Packaging,226.12,1.19,81.95,0.096,3.94,0.24,4.57,Medium,5,Fail,18.05,1,21.34,36.95,Operator_12,4.38,0.67,0
ECU_6437,Line_B,Testing,233.0,1.49,89.98,0.088,3.61,0.88,2.88,Low,3,Pass,9.58,0,27.02,54.53,Operator_10,4.35,0.23,1
ECU_6438,Line_B,Assembly,203.0,1.27,46.94,0.087,4.36,0.94,1.58,Low,0,Pass,18.88,2,34.31,64.58,Operator_3,4.08,0.96,0
ECU_6439,Line_B,Soldering,257.79,1.38,59.85,0.025,4.62,0.71,2.02,Medium,2,Pass,15.71,0,31.3,45.86,Operator_2,4.1,0.65,1
ECU_6440,Line_B,Assembly,173.59,1.07,79.66,0.049,4.65,0.15,1.83,High,0,Fail,19.08,0,29.51,54.04,Operator_9,7.33,0.65,0
ECU_6441,Line_C,Assembly,233.31,0.97,93.24,0.012,4.82,1.27,0.16,Low,1,Fail,6.71,2,27.27,57.72,Operator_1,3.12,0.42,1
ECU_6442,Line_C,Packaging,210.55,1.44,47.13,0.032,3.88,1.33,2.76,High,4,Pass,11.97,1,27.4,36.99,Operator_12,3.09,0.02,1
ECU_6443,Line_B,Testing,259.92,0.82,90.09,0.05,4.32,1.39,4.95,Low,2,Pass,17.0,3,33.75,38.47,Operator_12,6.92,0.97,0
ECU_6444,Line_C,Soldering,295.26,1.18,48.92,0.044,3.75,0.28,0.54,Low,5,Pass,19.25,1,21.64,45.73,Operator_11,4.97,0.51,0
ECU_6445,Line_A,Testing,155.96,1.08,84.57,0.077,3.53,1.23,2.05,High,2,Pass,18.13,3,26.34,59.37,Operator_20,4.95,0.43,1
ECU_6446,Line_A,Assembly,277.32,0.97,95.51,0.022,4.57,1.08,0.85,Low,5,Pass,19.1,0,21.81,69.63,Operator_6,6.43,0.68,0
ECU_6447,Line_C,Packaging,230.72,0.86,46.05,0.016,3.03,1.45,3.61,Low,1,Pass,11.18,0,23.82,48.08,Operator_15,3.34,0.13,1
ECU_6448,Line_A,Packaging,183.82,0.89,40.31,0.061,3.56,0.69,1.66,Medium,4,Fail,18.54,3,20.15,69.48,Operator_18,0.66,0.5,1
ECU_6449,Line_B,Assembly,262.56,1.24,63.18,0.054,4.09,1.19,0.77,Medium,1,Fail,19.2,2,20.12,61.52,Operator_19,7.46,0.22,1
ECU_6450,Line_A,Packaging,179.81,1.03,75.37,0.067,4.5,0.42,1.15,Low,0,Pass,14.24,2,34.56,30.07,Operator_17,3.01,0.39,1
ECU_6451,Line_C,Soldering,291.77,1.37,50.45,0.017,4.09,0.6,4.74,Low,0,Fail,5.66,0,26.5,30.31,Operator_16,6.36,0.81,0
ECU_6452,Line_C,Soldering,185.24,1.34,42.79,0.067,4.55,1.16,2.17,High,3,Pass,5.73,0,26.09,50.83,Operator_5,2.46,0.78,0
ECU_6453,Line_A,Packaging,241.05,1.11,70.59,0.054,3.73,1.35,1.21,Medium,0,Pass,13.72,0,21.91,65.46,Operator_6,9.24,0.64,1
ECU_6454,Line_A,Testing,234.74,1.11,61.64,0.033,3.11,1.45,2.97,Medium,3,Fail,6.48,2,25.75,38.08,Operator_16,4.4,0.93,0
ECU_6455,Line_B,Packaging,208.99,0.85,42.68,0.02,4.46,1.28,2.12,Medium,5,Pass,19.78,3,26.47,44.23,Operator_7,6.75,0.66,0
ECU_6456,Line_A,Testing,166.09,1.4,98.58,0.023,4.0,0.15,0.16,Low,4,Fail,9.3,3,32.29,57.93,Operator_1,7.16,0.39,1
ECU_6457,Line_C,Testing,156.57,1.3,20.99,0.023,3.36,0.95,2.67,Medium,5,Pass,8.19,2,20.3,56.19,Operator_12,6.35,0.52,0
ECU_6458,Line_A,Soldering,250.69,1.2,22.61,0.066,4.2,0.79,3.92,Medium,2,Pass,11.67,2,33.93,34.73,Operator_10,4.77,0.42,1
ECU_6459,Line_B,Testing,224.11,1.08,34.58,0.049,4.46,0.16,4.19,Medium,0,Fail,7.65,0,33.99,35.22,Operator_2,5.12,0.51,0
ECU_6460,Line_C,Testing,264.87,1.47,46.27,0.088,3.77,1.49,1.53,Low,2,Pass,12.05,3,26.18,63.38,Operator_19,0.24,0.82,0
ECU_6461,Line_B,Packaging,188.73,1.25,36.13,0.043,3.59,1.2,3.34,Medium,3,Pass,18.2,3,22.71,49.6,Operator_10,8.66,0.97,1
ECU_6462,Line_B,Soldering,271.62,0.93,92.88,0.026,4.55,1.16,3.45,Low,3,Fail,6.29,0,22.15,33.19,Operator_12,0.48,0.47,1
ECU_6463,Line_A,Testing,271.73,0.83,33.15,0.024,4.72,0.61,3.27,Medium,4,Pass,18.88,2,31.06,62.91,Operator_7,6.2,0.7,1
ECU_6464,Line_B,Testing,296.66,1.17,71.27,0.033,4.26,0.43,2.27,High,0,Fail,19.96,1,20.78,68.6,Operator_16,3.18,0.56,1
ECU_6465,Line_A,Soldering,215.58,0.99,33.01,0.079,3.18,0.5,4.98,Low,3,Pass,8.15,3,25.26,45.49,Operator_16,3.68,0.6,1
ECU_6466,Line_C,Assembly,295.57,1.01,72.71,0.057,3.58,1.16,2.86,Medium,0,Fail,17.88,1,31.79,40.21,Operator_11,3.92,0.78,1
ECU_6467,Line_B,Testing,163.46,0.88,69.52,0.06,4.78,1.03,4.44,High,5,Fail,7.79,3,29.99,59.0,Operator_3,8.63,0.26,0
ECU_6468,Line_A,Soldering,183.2,1.12,84.28,0.063,4.59,0.69,0.86,Medium,1,Fail,12.32,2,34.26,30.52,Operator_18,6.97,0.07,0
ECU_6469,Line_C,Packaging,221.09,1.4,51.49,0.085,3.49,0.72,0.01,Low,0,Pass,11.32,0,34.77,57.78,Operator_5,2.37,0.33,0
ECU_6470,Line_C,Packaging,242.46,1.39,45.66,0.075,4.53,0.69,2.98,Medium,2,Fail,16.34,1,26.85,39.23,Operator_1,6.1,0.42,0
ECU_6471,Line_C,Testing,156.36,1.04,80.71,0.09,3.81,1.36,3.77,Medium,3,Fail,14.65,1,26.44,46.36,Operator_4,2.22,0.96,0
ECU_6472,Line_B,Packaging,213.29,1.31,98.86,0.075,3.72,1.01,3.84,High,2,Pass,13.69,0,21.54,52.53,Operator_15,2.38,0.08,0
ECU_6473,Line_A,Soldering,205.84,0.92,68.39,0.099,3.21,0.16,3.98,High,5,Fail,15.84,1,34.32,36.66,Operator_10,7.14,0.5,1
ECU_6474,Line_A,Soldering,214.99,1.2,93.17,0.077,3.69,0.75,4.33,High,4,Fail,6.37,2,27.64,60.01,Operator_18,9.01,0.84,1
ECU_6475,Line_A,Testing,172.9,1.2,54.32,0.078,4.45,0.78,3.87,High,0,Fail,11.49,3,30.24,61.95,Operator_3,4.37,0.73,0
ECU_6476,Line_B,Soldering,269.62,1.16,59.22,0.037,3.64,0.45,2.87,Low,3,Fail,13.99,0,28.41,44.18,Operator_6,2.65,0.04,0
ECU_6477,Line_A,Assembly,153.2,1.14,90.72,0.011,3.97,0.26,1.64,Medium,5,Fail,13.91,2,25.02,40.48,Operator_2,7.64,0.48,0
ECU_6478,Line_A,Testing,237.72,0.89,70.25,0.072,3.74,1.07,3.96,High,0,Pass,19.02,0,31.86,50.71,Operator_9,5.23,0.73,0
ECU_6479,Line_C,Soldering,182.33,1.41,22.85,0.063,3.52,0.12,0.94,Medium,2,Pass,9.64,0,29.34,48.25,Operator_9,0.17,0.79,1
ECU_6480,Line_B,Packaging,257.34,1.44,54.58,0.096,3.65,0.84,3.25,Medium,0,Fail,16.93,2,21.3,33.15,Operator_16,7.89,0.08,1
ECU_6481,Line_A,Assembly,154.82,1.19,72.69,0.063,3.16,1.18,0.62,Low,0,Pass,15.94,2,22.36,35.66,Operator_3,7.95,0.55,1
ECU_6482,Line_B,Testing,294.48,1.47,41.19,0.043,4.5,1.22,4.73,Low,3,Pass,14.76,2,30.99,50.83,Operator_13,4.78,0.13,1
ECU_6483,Line_C,Assembly,155.57,1.03,81.19,0.025,3.76,0.29,4.38,Medium,5,Fail,8.61,1,21.4,51.41,Operator_17,3.77,0.37,0
ECU_6484,Line_A,Assembly,186.61,1.29,74.54,0.025,3.98,0.11,4.55,High,3,Pass,12.49,1,30.71,39.54,Operator_14,9.76,0.64,0
ECU_6485,Line_A,Packaging,209.72,0.97,32.38,0.085,3.36,0.19,3.03,Medium,1,Fail,8.94,0,20.69,34.56,Operator_5,7.88,0.98,0
ECU_6486,Line_B,Packaging,288.27,1.44,81.26,0.095,3.3,1.43,4.37,High,5,Fail,15.12,2,26.03,37.8,Operator_8,9.93,0.45,0
ECU_6487,Line_C,Assembly,249.03,1.35,45.11,0.088,3.74,1.23,2.19,Medium,1,Pass,16.07,1,22.55,31.17,Operator_14,3.07,0.81,1
ECU_6488,Line_C,Soldering,176.33,1.2,38.54,0.062,3.53,1.38,3.77,High,3,Fail,6.71,2,22.19,54.08,Operator_20,3.36,0.15,0
ECU_6489,Line_C,Soldering,194.2,1.01,82.34,0.096,4.72,0.88,0.39,Low,5,Pass,12.58,1,34.97,58.89,Operator_10,3.25,0.84,1
ECU_6490,Line_B,Soldering,297.76,1.07,69.25,0.049,3.72,0.16,0.41,High,2,Pass,10.11,0,29.23,60.72,Operator_5,3.43,0.35,1
ECU_6491,Line_B,Soldering,171.71,1.09,29.05,0.072,4.84,1.11,4.0,Low,3,Fail,9.06,2,34.14,54.93,Operator_9,8.65,0.8,0
ECU_6492,Line_A,Testing,165.59,0.81,78.03,0.072,3.75,0.33,4.24,High,0,Fail,5.77,2,23.92,68.76,Operator_13,4.46,0.49,0
ECU_6493,Line_A,Packaging,250.82,1.34,38.58,0.072,4.02,0.2,2.95,Medium,0,Pass,10.46,1,20.2,52.56,Operator_17,5.68,0.27,1
ECU_6494,Line_C,Packaging,251.51,0.82,48.54,0.044,3.61,0.87,4.46,High,4,Fail,6.03,0,28.69,50.55,Operator_3,1.83,0.77,0
ECU_6495,Line_B,Assembly,280.19,1.06,25.19,0.067,4.33,1.3,2.73,High,4,Pass,7.3,3,27.92,67.75,Operator_5,1.06,0.22,0
ECU_6496,Line_C,Testing,232.55,1.48,54.88,0.066,3.77,0.34,0.82,Medium,1,Pass,7.62,2,28.37,45.27,Operator_4,8.13,0.09,1
ECU_6497,Line_C,Testing,200.48,1.19,73.04,0.047,3.32,1.09,2.34,Low,5,Pass,9.34,3,34.57,69.74,Operator_18,8.54,0.71,1
ECU_6498,Line_C,Soldering,227.44,1.38,66.16,0.099,4.77,1.32,1.9,Low,0,Pass,11.93,0,28.99,62.65,Operator_6,0.62,0.75,0
ECU_6499,Line_C,Soldering,282.58,1.18,84.28,0.022,4.95,1.21,1.33,High,4,Fail,5.16,3,32.36,54.94,Operator_19,6.83,0.99,0
ECU_6500,Line_C,Packaging,287.21,0.93,68.14,0.066,3.89,1.02,1.44,Low,3,Fail,8.92,0,29.44,45.14,Operator_16,0.69,0.38,0
ECU_6501,Line_A,Testing,213.69,0.97,61.35,0.011,4.33,1.11,0.02,Low,1,Pass,6.02,2,20.97,67.98,Operator_8,2.89,0.88,1
ECU_6502,Line_C,Packaging,276.1,1.06,58.84,0.084,3.48,0.71,1.61,Medium,1,Fail,15.98,1,31.67,69.7,Operator_1,3.71,0.32,0
ECU_6503,Line_C,Assembly,178.26,1.39,45.65,0.049,4.54,1.42,1.64,Medium,5,Fail,5.93,0,29.95,59.51,Operator_11,0.47,0.79,1
ECU_6504,Line_A,Packaging,294.1,0.84,73.52,0.041,3.36,1.24,2.1,Low,2,Pass,12.24,0,31.63,63.0,Operator_16,9.89,0.58,0
ECU_6505,Line_A,Assembly,233.17,0.92,73.31,0.075,3.99,0.37,0.8,Low,5,Fail,9.87,3,31.84,30.45,Operator_7,0.52,0.29,1
ECU_6506,Line_C,Assembly,289.14,1.49,39.01,0.097,3.07,0.54,1.05,High,0,Fail,18.85,3,22.1,53.94,Operator_13,1.64,0.32,0
ECU_6507,Line_B,Soldering,220.66,1.0,64.79,0.062,4.56,0.11,3.89,Low,3,Pass,7.22,3,25.82,32.19,Operator_14,0.58,0.53,0
ECU_6508,Line_B,Soldering,208.89,1.42,37.14,0.098,4.67,0.24,1.69,Medium,3,Fail,15.12,3,34.28,38.75,Operator_15,7.44,0.71,0
ECU_6509,Line_B,Assembly,197.52,0.89,87.76,0.017,3.98,0.86,1.08,Medium,4,Pass,15.26,3,30.77,56.15,Operator_19,9.58,0.46,1
ECU_6510,Line_A,Testing,290.93,1.49,37.37,0.031,3.84,0.75,4.66,Low,2,Fail,18.58,0,31.74,52.74,Operator_1,3.65,0.22,1
